No,DocId,key-phrases
1,100,"['Mesoamerican timekeeping', 'Mesoamerican religious imagery', 'Mesoamerican calendar', 'ancient mesoamerica', 'Aztec culture']"
2,132,"['favela Morro da', 'favelas', 'favela', 'Urban afforestation', 'urbanized area']"
3,134,"['bridge architecture', 'many urban bridge', 'architecture', 'urban bridge', 'important infrastructure']"
4,159,"['wood construction', 'wood construction field', 'totora productivity', 'construction material', 'wood']"
5,183,"['ecodevelopment', 'ecological spatial planning', 'environmental spatial planning', 'Sustainable development', 'environmental crisis']"
6,186,"['Chinese architecture', 'landscape architecture', 'geography', 'natural geographic environment', 'geographic environment']"
7,240,"['natured city', 'urban national park', 'urban conservation', 'nature culture', 'park creation']"
8,287,"['heritage management', 'intangible heritage perspective', 'heritage perspective', 'heritage element', 'World Heritage Convention']"
9,293,"['Vernacular Architecture', 'bamboo fishing raft', 'sustainable tourism', 'Songkram river', 'local fishery raft']"
10,300,"['Ecotourism', 'cultural heritage', 'tourism', 'Castro da', 'Celtic culture']"
11,305,"['Chilean architect', 'Architectural culture', 'modern architecture', 'architectural competition', 'global heritage']"
12,386,"['civil engineering history', 'civil engineer construct', 'century suspension bridge', 'meter bridge', 'suspension bridge']"
