dimension,min_samples,min_cluster_size,epsilon,total_groups,outliers,score,group_results,group_labels
100,30,30,0.0,3,45,0.9812,"[{'group': 1, 'count': 41}, {'group': -1, 'count': 45}, {'group': 0, 'count': 66}]","[0, 1, -1, 0, 0, 0, 1, -1, 0, -1, -1, 0, -1, 0, -1, -1, -1, -1, 1, 0, -1, 1, 0, 0, 1, -1, -1, 0, 0, -1, 0, 1, 0, 0, 1, -1, -1, -1, 0, 1, 0, 0, -1, 0, 1, -1, -1, 1, 0, 1, -1, 1, 0, 0, 1, -1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, -1, 0, 1, -1, -1, 1, 0, 0, 1, 0, 0, 0, 1, -1, -1, 0, -1, -1, 0, 1, -1, 0, 1, -1, 0, -1, 0, -1, 1, 0, 1, 0, 0, 0, -1, 0, 1, -1, 0, -1, 0, 1, 0, -1, 1, 1, 1, 1, 0, 0, -1, 1, 0, 1, 0, 0, 0, 0, 0, -1, 0, 0, 0, -1, 0, -1, 1, 0, 0, 0, -1, -1, 0, 1, 1, -1, 1, 0, 1, -1, 1, 1, 0, 1, -1, 1]"
100,30,29,0.0,3,45,0.9812,"[{'group': 1, 'count': 41}, {'group': -1, 'count': 45}, {'group': 0, 'count': 66}]","[0, 1, -1, 0, 0, 0, 1, -1, 0, -1, -1, 0, -1, 0, -1, -1, -1, -1, 1, 0, -1, 1, 0, 0, 1, -1, -1, 0, 0, -1, 0, 1, 0, 0, 1, -1, -1, -1, 0, 1, 0, 0, -1, 0, 1, -1, -1, 1, 0, 1, -1, 1, 0, 0, 1, -1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, -1, 0, 1, -1, -1, 1, 0, 0, 1, 0, 0, 0, 1, -1, -1, 0, -1, -1, 0, 1, -1, 0, 1, -1, 0, -1, 0, -1, 1, 0, 1, 0, 0, 0, -1, 0, 1, -1, 0, -1, 0, 1, 0, -1, 1, 1, 1, 1, 0, 0, -1, 1, 0, 1, 0, 0, 0, 0, 0, -1, 0, 0, 0, -1, 0, -1, 1, 0, 0, 0, -1, -1, 0, 1, 1, -1, 1, 0, 1, -1, 1, 1, 0, 1, -1, 1]"
100,30,28,0.0,3,45,0.9812,"[{'group': 1, 'count': 41}, {'group': -1, 'count': 45}, {'group': 0, 'count': 66}]","[0, 1, -1, 0, 0, 0, 1, -1, 0, -1, -1, 0, -1, 0, -1, -1, -1, -1, 1, 0, -1, 1, 0, 0, 1, -1, -1, 0, 0, -1, 0, 1, 0, 0, 1, -1, -1, -1, 0, 1, 0, 0, -1, 0, 1, -1, -1, 1, 0, 1, -1, 1, 0, 0, 1, -1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, -1, 0, 1, -1, -1, 1, 0, 0, 1, 0, 0, 0, 1, -1, -1, 0, -1, -1, 0, 1, -1, 0, 1, -1, 0, -1, 0, -1, 1, 0, 1, 0, 0, 0, -1, 0, 1, -1, 0, -1, 0, 1, 0, -1, 1, 1, 1, 1, 0, 0, -1, 1, 0, 1, 0, 0, 0, 0, 0, -1, 0, 0, 0, -1, 0, -1, 1, 0, 0, 0, -1, -1, 0, 1, 1, -1, 1, 0, 1, -1, 1, 1, 0, 1, -1, 1]"
100,30,27,0.0,3,45,0.9812,"[{'group': 1, 'count': 41}, {'group': -1, 'count': 45}, {'group': 0, 'count': 66}]","[0, 1, -1, 0, 0, 0, 1, -1, 0, -1, -1, 0, -1, 0, -1, -1, -1, -1, 1, 0, -1, 1, 0, 0, 1, -1, -1, 0, 0, -1, 0, 1, 0, 0, 1, -1, -1, -1, 0, 1, 0, 0, -1, 0, 1, -1, -1, 1, 0, 1, -1, 1, 0, 0, 1, -1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, -1, 0, 1, -1, -1, 1, 0, 0, 1, 0, 0, 0, 1, -1, -1, 0, -1, -1, 0, 1, -1, 0, 1, -1, 0, -1, 0, -1, 1, 0, 1, 0, 0, 0, -1, 0, 1, -1, 0, -1, 0, 1, 0, -1, 1, 1, 1, 1, 0, 0, -1, 1, 0, 1, 0, 0, 0, 0, 0, -1, 0, 0, 0, -1, 0, -1, 1, 0, 0, 0, -1, -1, 0, 1, 1, -1, 1, 0, 1, -1, 1, 1, 0, 1, -1, 1]"
100,30,26,0.0,3,45,0.9812,"[{'group': 1, 'count': 41}, {'group': -1, 'count': 45}, {'group': 0, 'count': 66}]","[0, 1, -1, 0, 0, 0, 1, -1, 0, -1, -1, 0, -1, 0, -1, -1, -1, -1, 1, 0, -1, 1, 0, 0, 1, -1, -1, 0, 0, -1, 0, 1, 0, 0, 1, -1, -1, -1, 0, 1, 0, 0, -1, 0, 1, -1, -1, 1, 0, 1, -1, 1, 0, 0, 1, -1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, -1, 0, 1, -1, -1, 1, 0, 0, 1, 0, 0, 0, 1, -1, -1, 0, -1, -1, 0, 1, -1, 0, 1, -1, 0, -1, 0, -1, 1, 0, 1, 0, 0, 0, -1, 0, 1, -1, 0, -1, 0, 1, 0, -1, 1, 1, 1, 1, 0, 0, -1, 1, 0, 1, 0, 0, 0, 0, 0, -1, 0, 0, 0, -1, 0, -1, 1, 0, 0, 0, -1, -1, 0, 1, 1, -1, 1, 0, 1, -1, 1, 1, 0, 1, -1, 1]"
100,30,25,0.0,3,45,0.9812,"[{'group': 1, 'count': 41}, {'group': -1, 'count': 45}, {'group': 0, 'count': 66}]","[0, 1, -1, 0, 0, 0, 1, -1, 0, -1, -1, 0, -1, 0, -1, -1, -1, -1, 1, 0, -1, 1, 0, 0, 1, -1, -1, 0, 0, -1, 0, 1, 0, 0, 1, -1, -1, -1, 0, 1, 0, 0, -1, 0, 1, -1, -1, 1, 0, 1, -1, 1, 0, 0, 1, -1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, -1, 0, 1, -1, -1, 1, 0, 0, 1, 0, 0, 0, 1, -1, -1, 0, -1, -1, 0, 1, -1, 0, 1, -1, 0, -1, 0, -1, 1, 0, 1, 0, 0, 0, -1, 0, 1, -1, 0, -1, 0, 1, 0, -1, 1, 1, 1, 1, 0, 0, -1, 1, 0, 1, 0, 0, 0, 0, 0, -1, 0, 0, 0, -1, 0, -1, 1, 0, 0, 0, -1, -1, 0, 1, 1, -1, 1, 0, 1, -1, 1, 1, 0, 1, -1, 1]"
100,30,24,0.0,3,45,0.9812,"[{'group': 1, 'count': 41}, {'group': -1, 'count': 45}, {'group': 0, 'count': 66}]","[0, 1, -1, 0, 0, 0, 1, -1, 0, -1, -1, 0, -1, 0, -1, -1, -1, -1, 1, 0, -1, 1, 0, 0, 1, -1, -1, 0, 0, -1, 0, 1, 0, 0, 1, -1, -1, -1, 0, 1, 0, 0, -1, 0, 1, -1, -1, 1, 0, 1, -1, 1, 0, 0, 1, -1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, -1, 0, 1, -1, -1, 1, 0, 0, 1, 0, 0, 0, 1, -1, -1, 0, -1, -1, 0, 1, -1, 0, 1, -1, 0, -1, 0, -1, 1, 0, 1, 0, 0, 0, -1, 0, 1, -1, 0, -1, 0, 1, 0, -1, 1, 1, 1, 1, 0, 0, -1, 1, 0, 1, 0, 0, 0, 0, 0, -1, 0, 0, 0, -1, 0, -1, 1, 0, 0, 0, -1, -1, 0, 1, 1, -1, 1, 0, 1, -1, 1, 1, 0, 1, -1, 1]"
100,30,23,0.0,3,45,0.9812,"[{'group': 1, 'count': 41}, {'group': -1, 'count': 45}, {'group': 0, 'count': 66}]","[0, 1, -1, 0, 0, 0, 1, -1, 0, -1, -1, 0, -1, 0, -1, -1, -1, -1, 1, 0, -1, 1, 0, 0, 1, -1, -1, 0, 0, -1, 0, 1, 0, 0, 1, -1, -1, -1, 0, 1, 0, 0, -1, 0, 1, -1, -1, 1, 0, 1, -1, 1, 0, 0, 1, -1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, -1, 0, 1, -1, -1, 1, 0, 0, 1, 0, 0, 0, 1, -1, -1, 0, -1, -1, 0, 1, -1, 0, 1, -1, 0, -1, 0, -1, 1, 0, 1, 0, 0, 0, -1, 0, 1, -1, 0, -1, 0, 1, 0, -1, 1, 1, 1, 1, 0, 0, -1, 1, 0, 1, 0, 0, 0, 0, 0, -1, 0, 0, 0, -1, 0, -1, 1, 0, 0, 0, -1, -1, 0, 1, 1, -1, 1, 0, 1, -1, 1, 1, 0, 1, -1, 1]"
100,30,22,0.0,3,45,0.9812,"[{'group': 1, 'count': 41}, {'group': -1, 'count': 45}, {'group': 0, 'count': 66}]","[0, 1, -1, 0, 0, 0, 1, -1, 0, -1, -1, 0, -1, 0, -1, -1, -1, -1, 1, 0, -1, 1, 0, 0, 1, -1, -1, 0, 0, -1, 0, 1, 0, 0, 1, -1, -1, -1, 0, 1, 0, 0, -1, 0, 1, -1, -1, 1, 0, 1, -1, 1, 0, 0, 1, -1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, -1, 0, 1, -1, -1, 1, 0, 0, 1, 0, 0, 0, 1, -1, -1, 0, -1, -1, 0, 1, -1, 0, 1, -1, 0, -1, 0, -1, 1, 0, 1, 0, 0, 0, -1, 0, 1, -1, 0, -1, 0, 1, 0, -1, 1, 1, 1, 1, 0, 0, -1, 1, 0, 1, 0, 0, 0, 0, 0, -1, 0, 0, 0, -1, 0, -1, 1, 0, 0, 0, -1, -1, 0, 1, 1, -1, 1, 0, 1, -1, 1, 1, 0, 1, -1, 1]"
100,30,21,0.0,3,45,0.9812,"[{'group': 1, 'count': 41}, {'group': -1, 'count': 45}, {'group': 0, 'count': 66}]","[0, 1, -1, 0, 0, 0, 1, -1, 0, -1, -1, 0, -1, 0, -1, -1, -1, -1, 1, 0, -1, 1, 0, 0, 1, -1, -1, 0, 0, -1, 0, 1, 0, 0, 1, -1, -1, -1, 0, 1, 0, 0, -1, 0, 1, -1, -1, 1, 0, 1, -1, 1, 0, 0, 1, -1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, -1, 0, 1, -1, -1, 1, 0, 0, 1, 0, 0, 0, 1, -1, -1, 0, -1, -1, 0, 1, -1, 0, 1, -1, 0, -1, 0, -1, 1, 0, 1, 0, 0, 0, -1, 0, 1, -1, 0, -1, 0, 1, 0, -1, 1, 1, 1, 1, 0, 0, -1, 1, 0, 1, 0, 0, 0, 0, 0, -1, 0, 0, 0, -1, 0, -1, 1, 0, 0, 0, -1, -1, 0, 1, 1, -1, 1, 0, 1, -1, 1, 1, 0, 1, -1, 1]"
