1-gram,1-gram-score,1-gram-freq,1-gram-docs,1-gram-clusters,2-gram,2-gram-score,2-gram-freq,2-gram-docs,2-gram-clusters,3-gram,3-gram-score,3-gram-freq,3-gram-docs,3-gram-clusters,N-gram,N-gram-score,N-gram-freq,N-gram-docs,N-gram-clusters
water,0.0008583423,44,14,1,economic development,0.0010380012,26,15,1,public open space,0.0020559663,15,4,1,public open space,0.0020559663,15,4,1
quality,0.0006479767,90,58,2,city planning,0.0007585394,19,13,1,urban green space,0.0012335798000000001,9,5,1,urban green space,0.0012335798000000001,9,5,1
behavior,0.0006242489,32,14,1,planning process,0.0007186162,18,10,1,urban public space,0.0010965154,8,6,1,urban public space,0.0010965154,8,6,1
finding,0.00052671,27,20,1,indigenous people,0.0007186162,18,9,1,urban neighborhood design,0.0008223865,6,1,1,economic development,0.0010380012,26,15,1
management,0.00047518290000000003,66,43,2,smart city,0.0006786931,17,5,1,neighborhood design concept,0.0008223865,6,1,1,water,0.0008583423,44,14,1
resident,0.0004103852,57,41,2,urban regeneration,0.0005589237,14,10,1,urban space axis,0.0008223865,6,1,1,urban neighborhood design,0.0008223865,6,1,1
assessment,0.0004096634,21,12,1,everyday life,0.0005190006,13,12,1,perceived sensory dimension,0.0006853221000000001,5,2,1,neighborhood design concept,0.0008223865,6,1,1
dimension,0.00039598570000000003,55,30,2,climate change,0.0005190006,13,8,1,cultural ecosystem service,0.0006853221000000001,5,2,1,urban space axis,0.0008223865,6,1,1
governance,0.00039598570000000003,55,25,2,social capital,0.0005190006,13,2,1,urban planning process,0.0006853221000000001,5,5,1,city planning,0.0007585394,19,13,1
standard,0.00039015560000000004,20,11,1,developing country,0.0004790775,12,5,1,natural property right,0.0006853221000000001,5,1,1,planning process,0.0007186162,18,10,1
ecosystem,0.00039015560000000004,20,9,1,rural area,0.0004790775,12,9,1,property right value,0.0006853221000000001,5,1,1,indigenous people,0.0007186162,18,9,1
progress,0.00039015560000000004,20,17,1,local culture,0.0004790775,12,11,1,nationality characteristic dwelling,0.0006853221000000001,5,1,1,perceived sensory dimension,0.0006853221000000001,5,2,1
mobility,0.0003743865,52,16,2,small business,0.0004790775,12,2,1,road traffic noise,0.0005482577,4,1,1,cultural ecosystem service,0.0006853221000000001,5,2,1
climate,0.0003743865,52,19,2,neighborhood design,0.0004790775,12,1,1,urban regime theory,0.0005482577,4,1,1,urban planning process,0.0006853221000000001,5,5,1
sound,0.0003706478,19,9,1,typhoid fever,0.0004391544,11,1,1,urban planning model,0.0005482577,4,1,1,natural property right,0.0006853221000000001,5,1,1
safety,0.0003706478,19,13,1,livable city,0.0004391544,11,5,1,ethnic minority group,0.0004111933,3,1,1,property right value,0.0006853221000000001,5,1,1
representation,0.0003706478,19,15,1,spatial planning,0.0004391544,11,6,1,sustainable food culture,0.0004111933,3,1,1,nationality characteristic dwelling,0.0006853221000000001,5,1,1
growth,0.00035998700000000003,50,35,2,urban culture,0.0004391544,11,9,1,eight sensory dimension,0.0004111933,3,1,1,smart city,0.0006786931,17,5,1
data,0.0003527873,49,28,2,indigenous knowledge,0.0004391544,11,2,1,sustainable urban development,0.0004111933,3,1,1,quality,0.0006479767,90,58,2
adaptation,0.00035114,18,9,1,open space,0.0004272987,29,8,2,changing public life,0.0004111933,3,1,1,behavior,0.0006242489,32,14,1
waterfront,0.00035114,18,5,1,contemporary city,0.0003992312,10,7,1,strategic development plan,0.0004111933,3,3,1,urban regeneration,0.0005589237,14,10,1
waste,0.00035114,18,5,1,new town,0.0003992312,10,3,1,theoretical urban neighborhood,0.0004111933,3,1,1,road traffic noise,0.0005482577,4,1,1
risk,0.0003383878,47,15,2,design concept,0.0003992312,10,5,1,neighborhood urban design,0.0004111933,3,1,1,urban regime theory,0.0005482577,4,1,1
soundscape,0.0003316322,17,4,1,residential environment,0.0003992312,10,2,1,urban forest manager,0.0004111933,3,1,1,urban planning model,0.0005482577,4,1,1
transport,0.0003316322,17,10,1,small town,0.0003992312,10,2,1,human sensory assessment,0.0004111933,3,1,1,finding,0.00052671,27,20,1
indicator,0.0003167886,44,9,2,green space,0.0003978298,27,8,2,residential environmental quality,0.0004111933,3,1,1,everyday life,0.0005190006,13,12,1
perception,0.0003023891,42,27,2,road traffic,0.0003593081,9,3,1,medium size city,0.0004111933,3,1,1,climate change,0.0005190006,13,8,1
index,0.0002926167,15,5,1,design strategy,0.0003593081,9,7,1,site interpretation centre,0.0004111933,3,1,1,social capital,0.0005190006,13,2,1
principle,0.0002807899,39,30,2,environmental quality,0.0003593081,9,5,1,branch office building,0.0004111933,3,1,1,developing country,0.0004790775,12,5,1
specie,0.0002731089,14,4,1,urban blight,0.0003593081,9,1,1,urban environmental management,0.0004111933,3,1,1,rural area,0.0004790775,12,9,1
size,0.0002731089,14,11,1,residential building,0.0003593081,9,3,1,remote sensing data,0.0004111933,3,1,1,local culture,0.0004790775,12,11,1
urbanity,0.0002731089,14,3,1,modality environment,0.0003593081,9,1,1,natural scenery city,0.0004111933,3,1,1,small business,0.0004790775,12,2,1
fever,0.00025360110000000003,13,1,1,urban study,0.0003388921,23,20,2,people reporting stress,0.0002741288,2,1,1,neighborhood design,0.0004790775,12,1,1
