1-gram,1-gram-score,1-gram-freq,1-gram-docs,1-gram-clusters,2-gram,2-gram-score,2-gram-freq,2-gram-docs,2-gram-clusters,3-gram,3-gram-score,3-gram-freq,3-gram-docs,3-gram-clusters,N-gram,N-gram-score,N-gram-freq,N-gram-docs,N-gram-clusters
design,0.0020183818,201,78,2,urban design,0.0011012076,54,39,2,urban green space,0.0016605148000000001,9,5,1,design,0.0020183818,201,78,2
environment,0.0016267555,162,76,2,smart city,0.0009393238,17,5,1,urban neighborhood design,0.0011070099,6,1,1,urban green space,0.0016605148000000001,9,5,1
place,0.0016066721,160,76,2,indigenous people,0.0009393238,17,8,1,neighborhood design concept,0.0011070099,6,1,1,environment,0.0016267555,162,76,2
community,0.0014158798000000002,141,74,2,public space,0.0009380658,46,25,2,perceived sensory dimension,0.0009225082,5,2,1,place,0.0016066721,160,76,2
landscape,0.0011547956000000001,115,32,2,case study,0.0008768876,43,31,2,cultural ecosystem service,0.0009225082,5,2,1,community,0.0014158798000000002,141,74,2
risk,0.0011427402,42,14,1,climate change,0.0007183065,13,8,1,natural property right,0.0009225082,5,1,1,landscape,0.0011547956000000001,115,32,2
indicator,0.0010611159,39,8,1,social capital,0.0007183065,13,2,1,property right value,0.0009225082,5,1,1,risk,0.0011427402,42,14,1
capital,0.0009522835,35,17,1,built environment,0.0007137457,35,19,2,road traffic noise,0.0007380066,4,1,1,urban neighborhood design,0.0011070099,6,1,1
business,0.0008706592,32,18,1,developing country,0.0006630521000000001,12,5,1,urban regime theory,0.0007380066,4,1,1,neighborhood design concept,0.0011070099,6,1,1
festival,0.0008706592,32,3,1,small business,0.0006630521000000001,12,2,1,ethnic minority group,0.0005535049,3,1,1,urban design,0.0011012076,54,39,2
student,0.000816243,30,13,1,neighborhood design,0.0006630521000000001,12,1,1,open public space,0.0005535049,3,2,1,indicator,0.0010611159,39,8,1
case,0.0007932943,79,58,2,typhoid fever,0.0006077978,11,1,1,sustainable food culture,0.0005535049,3,1,1,capital,0.0009522835,35,17,1
system,0.0007732109000000001,77,40,2,indigenous knowledge,0.0006077978,11,2,1,eight sensory dimension,0.0005535049,3,1,1,smart city,0.0009393238,17,5,1
decision,0.0007074106,26,21,1,urban environment,0.0005709966,28,19,2,sustainable urban development,0.0005535049,3,1,1,indigenous people,0.0009393238,17,8,1
activity,0.0007029190000000001,70,45,2,local government,0.0005525434,10,5,1,changing public life,0.0005535049,3,1,1,public space,0.0009380658,46,25,2
right,0.0006529944,24,14,1,green space,0.0005302111,26,7,2,strategic development plan,0.0005535049,3,3,1,perceived sensory dimension,0.0009225082,5,2,1
effort,0.0006529944,24,20,1,modality environment,0.0004972891,9,1,1,theoretical urban neighborhood,0.0005535049,3,1,1,cultural ecosystem service,0.0009225082,5,2,1
